10.000	9.000	8.000	7.000	6.000	5.000	4.000	3.000	2.000	1.000	0.000	1.000	2.000	3.000	10.050	9.055	8.062	7.071	6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	2.236	3.162	10.198	9.220	8.246	7.280	6.325	5.385	4.472	3.606	2.828	2.236	2.000	2.236	2.828	3.606	10.440	9.487	8.544	7.616	6.708	5.831	5.000	4.243	3.606	3.162	3.000	3.162	3.606	4.243	10.770	9.849	8.944	8.062	7.211	6.403	5.657	5.000	4.472	4.123	4.000	4.123	4.472	5.000	11.180	10.296	9.434	8.602	7.810	7.071	6.403	5.831	5.385	5.099	5.000	5.099	5.385	5.831	11.662	10.817	10.000	9.220	8.485	7.810	7.211	6.708	6.325	6.083	6.000	6.083	6.325	6.708	12.207	11.402	10.630	9.899	9.220	8.602	8.062	7.616	7.280	7.071	7.000	7.071	7.280	7.616	12.806	12.042	11.314	10.630	10.000	9.434	8.944	8.544	8.246	8.062	8.000	8.062	8.246	8.544	13.454	12.728	12.042	11.402	10.817	10.296	9.849	9.487	9.220	9.055	9.000	9.055	9.220	9.487	14.142	13.454	12.806	12.207	11.662	11.180	10.770	10.440	10.198	10.050	10.000	10.050	10.198	10.440	14.866	14.213	13.601	13.038	12.530	12.083	11.705	11.402	11.180	11.045	11.000	11.045	11.180	11.402	15.620	15.000	14.422	13.892	13.416	13.000	12.649	12.369	12.166	12.042	12.000	12.042	12.166	12.369	16.401	15.811	15.264	14.765	14.318	13.928	13.601	13.342	13.153	13.038	13.000	13.038	13.153	13.342
11.000	10.000	9.000	8.000	7.000	6.000	5.000	4.000	3.000	2.000	1.000	0.000	1.000	2.000	11.045	10.050	9.055	8.062	7.071	6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	2.236	11.180	10.198	9.220	8.246	7.280	6.325	5.385	4.472	3.606	2.828	2.236	2.000	2.236	2.828	11.402	10.440	9.487	8.544	7.616	6.708	5.831	5.000	4.243	3.606	3.162	3.000	3.162	3.606	11.705	10.770	9.849	8.944	8.062	7.211	6.403	5.657	5.000	4.472	4.123	4.000	4.123	4.472	12.083	11.180	10.296	9.434	8.602	7.810	7.071	6.403	5.831	5.385	5.099	5.000	5.099	5.385	12.530	11.662	10.817	10.000	9.220	8.485	7.810	7.211	6.708	6.325	6.083	6.000	6.083	6.325	13.038	12.207	11.402	10.630	9.899	9.220	8.602	8.062	7.616	7.280	7.071	7.000	7.071	7.280	13.601	12.806	12.042	11.314	10.630	10.000	9.434	8.944	8.544	8.246	8.062	8.000	8.062	8.246	14.213	13.454	12.728	12.042	11.402	10.817	10.296	9.849	9.487	9.220	9.055	9.000	9.055	9.220	14.866	14.142	13.454	12.806	12.207	11.662	11.180	10.770	10.440	10.198	10.050	10.000	10.050	10.198	15.556	14.866	14.213	13.601	13.038	12.530	12.083	11.705	11.402	11.180	11.045	11.000	11.045	11.180	16.279	15.620	15.000	14.422	13.892	13.416	13.000	12.649	12.369	12.166	12.042	12.000	12.042	12.166	17.029	16.401	15.811	15.264	14.765	14.318	13.928	13.601	13.342	13.153	13.038	13.000	13.038	13.153
12.000	11.000	10.000	9.000	8.000	7.000	6.000	5.000	4.000	3.000	2.000	1.000	0.000	1.000	12.042	11.045	10.050	9.055	8.062	7.071	6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	12.166	11.180	10.198	9.220	8.246	7.280	6.325	5.385	4.472	3.606	2.828	2.236	2.000	2.236	12.369	11.402	10.440	9.487	8.544	7.616	6.708	5.831	5.000	4.243	3.606	3.162	3.000	3.162	12.649	11.705	10.770	9.849	8.944	8.062	7.211	6.403	5.657	5.000	4.472	4.123	4.000	4.123	13.000	12.083	11.180	10.296	9.434	8.602	7.810	7.071	6.403	5.831	5.385	5.099	5.000	5.099	13.416	12.530	11.662	10.817	10.000	9.220	8.485	7.810	7.211	6.708	6.325	6.083	6.000	6.083	13.892	13.038	12.207	11.402	10.630	9.899	9.220	8.602	8.062	7.616	7.280	7.071	7.000	7.071	14.422	13.601	12.806	12.042	11.314	10.630	10.000	9.434	8.944	8.544	8.246	8.062	8.000	8.062	15.000	14.213	13.454	12.728	12.042	11.402	10.817	10.296	9.849	9.487	9.220	9.055	9.000	9.055	15.620	14.866	14.142	13.454	12.806	12.207	11.662	11.180	10.770	10.440	10.198	10.050	10.000	10.050	16.279	15.556	14.866	14.213	13.601	13.038	12.530	12.083	11.705	11.402	11.180	11.045	11.000	11.045	16.971	16.279	15.620	15.000	14.422	13.892	13.416	13.000	12.649	12.369	12.166	12.042	12.000	12.042	17.692	17.029	16.401	15.811	15.264	14.765	14.318	13.928	13.601	13.342	13.153	13.038	13.000	13.038
13.000	12.000	11.000	10.000	9.000	8.000	7.000	6.000	5.000	4.000	3.000	2.000	1.000	0.000	13.038	12.042	11.045	10.050	9.055	8.062	7.071	6.083	5.099	4.123	3.162	2.236	1.414	1.000	13.153	12.166	11.180	10.198	9.220	8.246	7.280	6.325	5.385	4.472	3.606	2.828	2.236	2.000	13.342	12.369	11.402	10.440	9.487	8.544	7.616	6.708	5.831	5.000	4.243	3.606	3.162	3.000	13.601	12.649	11.705	10.770	9.849	8.944	8.062	7.211	6.403	5.657	5.000	4.472	4.123	4.000	13.928	13.000	12.083	11.180	10.296	9.434	8.602	7.810	7.071	6.403	5.831	5.385	5.099	5.000	14.318	13.416	12.530	11.662	10.817	10.000	9.220	8.485	7.810	7.211	6.708	6.325	6.083	6.000	14.765	13.892	13.038	12.207	11.402	10.630	9.899	9.220	8.602	8.062	7.616	7.280	7.071	7.000	15.264	14.422	13.601	12.806	12.042	11.314	10.630	10.000	9.434	8.944	8.544	8.246	8.062	8.000	15.811	15.000	14.213	13.454	12.728	12.042	11.402	10.817	10.296	9.849	9.487	9.220	9.055	9.000	16.401	15.620	14.866	14.142	13.454	12.806	12.207	11.662	11.180	10.770	10.440	10.198	10.050	10.000	17.029	16.279	15.556	14.866	14.213	13.601	13.038	12.530	12.083	11.705	11.402	11.180	11.045	11.000	17.692	16.971	16.279	15.620	15.000	14.422	13.892	13.416	13.000	12.649	12.369	12.166	12.042	12.000	18.385	17.692	17.029	16.401	15.811	15.264	14.765	14.318	13.928	13.601	13.342	13.153	13.038	13.000
1.000	1.414	2.236	3.162	4.123	5.099	6.083	7.071	8.062	9.055	10.050	11.045	12.042	13.038	0.000	1.000	2.000	3.000	4.000	5.000	6.000	7.000	8.000	9.000	10.000	11.000	12.000	13.000	1.000	1.414	2.236	3.162	4.123	5.099	6.083	7.071	8.062	9.055	10.050	11.045	12.042	13.038	2.000	2.236	2.828	3.606	4.472	5.385	6.325	7.280	8.246	9.220	10.198	11.180	12.166	13.153	3.000	3.162	3.606	4.243	5.000	5.831	6.708	7.616	8.544	9.487	10.440	11.402	12.369	13.342	4.000	4.123	4.472	5.000	5.657	6.403	7.211	8.062	8.944	9.849	10.770	11.705	12.649	13.601	5.000	5.099	5.385	5.831	6.403	7.071	7.810	8.602	9.434	10.296	11.180	12.083	13.000	13.928	6.000	6.083	6.325	6.708	7.211	7.810	8.485	9.220	10.000	10.817	11.662	12.530	13.416	14.318	7.000	7.071	7.280	7.616	8.062	8.602	9.220	9.899	10.630	11.402	12.207	13.038	13.892	14.765	8.000	8.062	8.246	8.544	8.944	9.434	10.000	10.630	11.314	12.042	12.806	13.601	14.422	15.264	9.000	9.055	9.220	9.487	9.849	10.296	10.817	11.402	12.042	12.728	13.454	14.213	15.000	15.811	10.000	10.050	10.198	10.440	10.770	11.180	11.662	12.207	12.806	13.454	14.142	14.866	15.620	16.401	11.000	11.045	11.180	11.402	11.705	12.083	12.530	13.038	13.601	14.213	14.866	15.556	16.279	17.029	12.000	12.042	12.166	12.369	12.649	13.000	13.416	13.892	14.422	15.000	15.620	16.279	16.971	17.692
1.414	1.000	1.414	2.236	3.162	4.123	5.099	6.083	7.071	8.062	9.055	10.050	11.045	12.042	1.000	0.000	1.000	2.000	3.000	4.000	5.000	6.000	7.000	8.000	9.000	10.000	11.000	12.000	1.414	1.000	1.414	2.236	3.162	4.123	5.099	6.083	7.071	8.062	9.055	10.050	11.045	12.042	2.236	2.000	2.236	2.828	3.606	4.472	5.385	6.325	7.280	8.246	9.220	10.198	11.180	12.166	3.162	3.000	3.162	3.606	4.243	5.000	5.831	6.708	7.616	8.544	9.487	10.440	11.402	12.369	4.123	4.000	4.123	4.472	5.000	5.657	6.403	7.211	8.062	8.944	9.849	10.770	11.705	12.649	5.099	5.000	5.099	5.385	5.831	6.403	7.071	7.810	8.602	9.434	10.296	11.180	12.083	13.000	6.083	6.000	6.083	6.325	6.708	7.211	7.810	8.485	9.220	10.000	10.817	11.662	12.530	13.416	7.071	7.000	7.071	7.280	7.616	8.062	8.602	9.220	9.899	10.630	11.402	12.207	13.038	13.892	8.062	8.000	8.062	8.246	8.544	8.944	9.434	10.000	10.630	11.314	12.042	12.806	13.601	14.422	9.055	9.000	9.055	9.220	9.487	9.849	10.296	10.817	11.402	12.042	12.728	13.454	14.213	15.000	10.050	10.000	10.050	10.198	10.440	10.770	11.180	11.662	12.207	12.806	13.454	14.142	14.866	15.620	11.045	11.000	11.045	11.180	11.402	11.705	12.083	12.530	13.038	13.601	14.213	14.866	15.556	16.279	12.042	12.000	12.042	12.166	12.369	12.649	13.000	13.416	13.892	14.422	15.000	15.620	16.279	16.971
2.236	1.414	1.000	1.414	2.236	3.162	4.123	5.099	6.083	7.071	8.062	9.055	10.050	11.045	2.000	1.000	0.000	1.000	2.000	3.000	4.000	5.000	6.000	7.000	8.000	9.000	10.000	11.000	2.236	1.414	1.000	1.414	2.236	3.162	4.123	5.099	6.083	7.071	8.062	9.055	10.050	11.045	2.828	2.236	2.000	2.236	2.828	3.606	4.472	5.385	6.325	7.280	8.246	9.220	10.198	11.180	3.606	3.162	3.000	3.162	3.606	4.243	5.000	5.831	6.708	7.616	8.544	9.487	10.440	11.402	4.472	4.123	4.000	4.123	4.472	5.000	5.657	6.403	7.211	8.062	8.944	9.849	10.770	11.705	5.385	5.099	5.000	5.099	5.385	5.831	6.403	7.071	7.810	8.602	9.434	10.296	11.180	12.083	6.325	6.083	6.000	6.083	6.325	6.708	7.211	7.810	8.485	9.220	10.000	10.817	11.662	12.530	7.280	7.071	7.000	7.071	7.280	7.616	8.062	8.602	9.220	9.899	10.630	11.402	12.207	13.038	8.246	8.062	8.000	8.062	8.246	8.544	8.944	9.434	10.000	10.630	11.314	12.042	12.806	13.601	9.220	9.055	9.000	9.055	9.220	9.487	9.849	10.296	10.817	11.402	12.042	12.728	13.454	14.213	10.198	10.050	10.000	10.050	10.198	10.440	10.770	11.180	11.662	12.207	12.806	13.454	14.142	14.866	11.180	11.045	11.000	11.045	11.180	11.402	11.705	12.083	12.530	13.038	13.601	14.213	14.866	15.556	12.166	12.042	12.000	12.042	12.166	12.369	12.649	13.000	13.416	13.892	14.422	15.000	15.620	16.279
3.162	2.236	1.414	1.000	1.414	2.236	3.162	4.123	5.099	6.083	7.071	8.062	9.055	10.050	3.000	2.000	1.000	0.000	1.000	2.000	3.000	4.000	5.000	6.000	7.000	8.000	9.000	10.000	3.162	2.236	1.414	1.000	1.414	2.236	3.162	4.123	5.099	6.083	7.071	8.062	9.055	10.050	3.606	2.828	2.236	2.000	2.236	2.828	3.606	4.472	5.385	6.325	7.280	8.246	9.220	10.198	4.243	3.606	3.162	3.000	3.162	3.606	4.243	5.000	5.831	6.708	7.616	8.544	9.487	10.440	5.000	4.472	4.123	4.000	4.123	4.472	5.000	5.657	6.403	7.211	8.062	8.944	9.849	10.770	5.831	5.385	5.099	5.000	5.099	5.385	5.831	6.403	7.071	7.810	8.602	9.434	10.296	11.180	6.708	6.325	6.083	6.000	6.083	6.325	6.708	7.211	7.810	8.485	9.220	10.000	10.817	11.662	7.616	7.280	7.071	7.000	7.071	7.280	7.616	8.062	8.602	9.220	9.899	10.630	11.402	12.207	8.544	8.246	8.062	8.000	8.062	8.246	8.544	8.944	9.434	10.000	10.630	11.314	12.042	12.806	9.487	9.220	9.055	9.000	9.055	9.220	9.487	9.849	10.296	10.817	11.402	12.042	12.728	13.454	10.440	10.198	10.050	10.000	10.050	10.198	10.440	10.770	11.180	11.662	12.207	12.806	13.454	14.142	11.402	11.180	11.045	11.000	11.045	11.180	11.402	11.705	12.083	12.530	13.038	13.601	14.213	14.866	12.369	12.166	12.042	12.000	12.042	12.166	12.369	12.649	13.000	13.416	13.892	14.422	15.000	15.620
4.123	3.162	2.236	1.414	1.000	1.414	2.236	3.162	4.123	5.099	6.083	7.071	8.062	9.055	4.000	3.000	2.000	1.000	0.000	1.000	2.000	3.000	4.000	5.000	6.000	7.000	8.000	9.000	4.123	3.162	2.236	1.414	1.000	1.414	2.236	3.162	4.123	5.099	6.083	7.071	8.062	9.055	4.472	3.606	2.828	2.236	2.000	2.236	2.828	3.606	4.472	5.385	6.325	7.280	8.246	9.220	5.000	4.243	3.606	3.162	3.000	3.162	3.606	4.243	5.000	5.831	6.708	7.616	8.544	9.487	5.657	5.000	4.472	4.123	4.000	4.123	4.472	5.000	5.657	6.403	7.211	8.062	8.944	9.849	6.403	5.831	5.385	5.099	5.000	5.099	5.385	5.831	6.403	7.071	7.810	8.602	9.434	10.296	7.211	6.708	6.325	6.083	6.000	6.083	6.325	6.708	7.211	7.810	8.485	9.220	10.000	10.817	8.062	7.616	7.280	7.071	7.000	7.071	7.280	7.616	8.062	8.602	9.220	9.899	10.630	11.402	8.944	8.544	8.246	8.062	8.000	8.062	8.246	8.544	8.944	9.434	10.000	10.630	11.314	12.042	9.849	9.487	9.220	9.055	9.000	9.055	9.220	9.487	9.849	10.296	10.817	11.402	12.042	12.728	10.770	10.440	10.198	10.050	10.000	10.050	10.198	10.440	10.770	11.180	11.662	12.207	12.806	13.454	11.705	11.402	11.180	11.045	11.000	11.045	11.180	11.402	11.705	12.083	12.530	13.038	13.601	14.213	12.649	12.369	12.166	12.042	12.000	12.042	12.166	12.369	12.649	13.000	13.416	13.892	14.422	15.000
5.099	4.123	3.162	2.236	1.414	1.000	1.414	2.236	3.162	4.123	5.099	6.083	7.071	8.062	5.000	4.000	3.000	2.000	1.000	0.000	1.000	2.000	3.000	4.000	5.000	6.000	7.000	8.000	5.099	4.123	3.162	2.236	1.414	1.000	1.414	2.236	3.162	4.123	5.099	6.083	7.071	8.062	5.385	4.472	3.606	2.828	2.236	2.000	2.236	2.828	3.606	4.472	5.385	6.325	7.280	8.246	5.831	5.000	4.243	3.606	3.162	3.000	3.162	3.606	4.243	5.000	5.831	6.708	7.616	8.544	6.403	5.657	5.000	4.472	4.123	4.000	4.123	4.472	5.000	5.657	6.403	7.211	8.062	8.944	7.071	6.403	5.831	5.385	5.099	5.000	5.099	5.385	5.831	6.403	7.071	7.810	8.602	9.434	7.810	7.211	6.708	6.325	6.083	6.000	6.083	6.325	6.708	7.211	7.810	8.485	9.220	10.000	8.602	8.062	7.616	7.280	7.071	7.000	7.071	7.280	7.616	8.062	8.602	9.220	9.899	10.630	9.434	8.944	8.544	8.246	8.062	8.000	8.062	8.246	8.544	8.944	9.434	10.000	10.630	11.314	10.296	9.849	9.487	9.220	9.055	9.000	9.055	9.220	9.487	9.849	10.296	10.817	11.402	12.042	11.180	10.770	10.440	10.198	10.050	10.000	10.050	10.198	10.440	10.770	11.180	11.662	12.207	12.806	12.083	11.705	11.402	11.180	11.045	11.000	11.045	11.180	11.402	11.705	12.083	12.530	13.038	13.601	13.000	12.649	12.369	12.166	12.042	12.000	12.042	12.166	12.369	12.649	13.000	13.416	13.892	14.422
6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	2.236	3.162	4.123	5.099	6.083	7.071	6.000	5.000	4.000	3.000	2.000	1.000	0.000	1.000	2.000	3.000	4.000	5.000	6.000	7.000	6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	2.236	3.162	4.123	5.099	6.083	7.071	6.325	5.385	4.472	3.606	2.828	2.236	2.000	2.236	2.828	3.606	4.472	5.385	6.325	7.280	6.708	5.831	5.000	4.243	3.606	3.162	3.000	3.162	3.606	4.243	5.000	5.831	6.708	7.616	7.211	6.403	5.657	5.000	4.472	4.123	4.000	4.123	4.472	5.000	5.657	6.403	7.211	8.062	7.810	7.071	6.403	5.831	5.385	5.099	5.000	5.099	5.385	5.831	6.403	7.071	7.810	8.602	8.485	7.810	7.211	6.708	6.325	6.083	6.000	6.083	6.325	6.708	7.211	7.810	8.485	9.220	9.220	8.602	8.062	7.616	7.280	7.071	7.000	7.071	7.280	7.616	8.062	8.602	9.220	9.899	10.000	9.434	8.944	8.544	8.246	8.062	8.000	8.062	8.246	8.544	8.944	9.434	10.000	10.630	10.817	10.296	9.849	9.487	9.220	9.055	9.000	9.055	9.220	9.487	9.849	10.296	10.817	11.402	11.662	11.180	10.770	10.440	10.198	10.050	10.000	10.050	10.198	10.440	10.770	11.180	11.662	12.207	12.530	12.083	11.705	11.402	11.180	11.045	11.000	11.045	11.180	11.402	11.705	12.083	12.530	13.038	13.416	13.000	12.649	12.369	12.166	12.042	12.000	12.042	12.166	12.369	12.649	13.000	13.416	13.892
7.071	6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	2.236	3.162	4.123	5.099	6.083	7.000	6.000	5.000	4.000	3.000	2.000	1.000	0.000	1.000	2.000	3.000	4.000	5.000	6.000	7.071	6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	2.236	3.162	4.123	5.099	6.083	7.280	6.325	5.385	4.472	3.606	2.828	2.236	2.000	2.236	2.828	3.606	4.472	5.385	6.325	7.616	6.708	5.831	5.000	4.243	3.606	3.162	3.000	3.162	3.606	4.243	5.000	5.831	6.708	8.062	7.211	6.403	5.657	5.000	4.472	4.123	4.000	4.123	4.472	5.000	5.657	6.403	7.211	8.602	7.810	7.071	6.403	5.831	5.385	5.099	5.000	5.099	5.385	5.831	6.403	7.071	7.810	9.220	8.485	7.810	7.211	6.708	6.325	6.083	6.000	6.083	6.325	6.708	7.211	7.810	8.485	9.899	9.220	8.602	8.062	7.616	7.280	7.071	7.000	7.071	7.280	7.616	8.062	8.602	9.220	10.630	10.000	9.434	8.944	8.544	8.246	8.062	8.000	8.062	8.246	8.544	8.944	9.434	10.000	11.402	10.817	10.296	9.849	9.487	9.220	9.055	9.000	9.055	9.220	9.487	9.849	10.296	10.817	12.207	11.662	11.180	10.770	10.440	10.198	10.050	10.000	10.050	10.198	10.440	10.770	11.180	11.662	13.038	12.530	12.083	11.705	11.402	11.180	11.045	11.000	11.045	11.180	11.402	11.705	12.083	12.530	13.892	13.416	13.000	12.649	12.369	12.166	12.042	12.000	12.042	12.166	12.369	12.649	13.000	13.416
8.062	7.071	6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	2.236	3.162	4.123	5.099	8.000	7.000	6.000	5.000	4.000	3.000	2.000	1.000	0.000	1.000	2.000	3.000	4.000	5.000	8.062	7.071	6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	2.236	3.162	4.123	5.099	8.246	7.280	6.325	5.385	4.472	3.606	2.828	2.236	2.000	2.236	2.828	3.606	4.472	5.385	8.544	7.616	6.708	5.831	5.000	4.243	3.606	3.162	3.000	3.162	3.606	4.243	5.000	5.831	8.944	8.062	7.211	6.403	5.657	5.000	4.472	4.123	4.000	4.123	4.472	5.000	5.657	6.403	9.434	8.602	7.810	7.071	6.403	5.831	5.385	5.099	5.000	5.099	5.385	5.831	6.403	7.071	10.000	9.220	8.485	7.810	7.211	6.708	6.325	6.083	6.000	6.083	6.325	6.708	7.211	7.810	10.630	9.899	9.220	8.602	8.062	7.616	7.280	7.071	7.000	7.071	7.280	7.616	8.062	8.602	11.314	10.630	10.000	9.434	8.944	8.544	8.246	8.062	8.000	8.062	8.246	8.544	8.944	9.434	12.042	11.402	10.817	10.296	9.849	9.487	9.220	9.055	9.000	9.055	9.220	9.487	9.849	10.296	12.806	12.207	11.662	11.180	10.770	10.440	10.198	10.050	10.000	10.050	10.198	10.440	10.770	11.180	13.601	13.038	12.530	12.083	11.705	11.402	11.180	11.045	11.000	11.045	11.180	11.402	11.705	12.083	14.422	13.892	13.416	13.000	12.649	12.369	12.166	12.042	12.000	12.042	12.166	12.369	12.649	13.000
9.055	8.062	7.071	6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	2.236	3.162	4.123	9.000	8.000	7.000	6.000	5.000	4.000	3.000	2.000	1.000	0.000	1.000	2.000	3.000	4.000	9.055	8.062	7.071	6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	2.236	3.162	4.123	9.220	8.246	7.280	6.325	5.385	4.472	3.606	2.828	2.236	2.000	2.236	2.828	3.606	4.472	9.487	8.544	7.616	6.708	5.831	5.000	4.243	3.606	3.162	3.000	3.162	3.606	4.243	5.000	9.849	8.944	8.062	7.211	6.403	5.657	5.000	4.472	4.123	4.000	4.123	4.472	5.000	5.657	10.296	9.434	8.602	7.810	7.071	6.403	5.831	5.385	5.099	5.000	5.099	5.385	5.831	6.403	10.817	10.000	9.220	8.485	7.810	7.211	6.708	6.325	6.083	6.000	6.083	6.325	6.708	7.211	11.402	10.630	9.899	9.220	8.602	8.062	7.616	7.280	7.071	7.000	7.071	7.280	7.616	8.062	12.042	11.314	10.630	10.000	9.434	8.944	8.544	8.246	8.062	8.000	8.062	8.246	8.544	8.944	12.728	12.042	11.402	10.817	10.296	9.849	9.487	9.220	9.055	9.000	9.055	9.220	9.487	9.849	13.454	12.806	12.207	11.662	11.180	10.770	10.440	10.198	10.050	10.000	10.050	10.198	10.440	10.770	14.213	13.601	13.038	12.530	12.083	11.705	11.402	11.180	11.045	11.000	11.045	11.180	11.402	11.705	15.000	14.422	13.892	13.416	13.000	12.649	12.369	12.166	12.042	12.000	12.042	12.166	12.369	12.649
10.050	9.055	8.062	7.071	6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	2.236	3.162	10.000	9.000	8.000	7.000	6.000	5.000	4.000	3.000	2.000	1.000	0.000	1.000	2.000	3.000	10.050	9.055	8.062	7.071	6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	2.236	3.162	10.198	9.220	8.246	7.280	6.325	5.385	4.472	3.606	2.828	2.236	2.000	2.236	2.828	3.606	10.440	9.487	8.544	7.616	6.708	5.831	5.000	4.243	3.606	3.162	3.000	3.162	3.606	4.243	10.770	9.849	8.944	8.062	7.211	6.403	5.657	5.000	4.472	4.123	4.000	4.123	4.472	5.000	11.180	10.296	9.434	8.602	7.810	7.071	6.403	5.831	5.385	5.099	5.000	5.099	5.385	5.831	11.662	10.817	10.000	9.220	8.485	7.810	7.211	6.708	6.325	6.083	6.000	6.083	6.325	6.708	12.207	11.402	10.630	9.899	9.220	8.602	8.062	7.616	7.280	7.071	7.000	7.071	7.280	7.616	12.806	12.042	11.314	10.630	10.000	9.434	8.944	8.544	8.246	8.062	8.000	8.062	8.246	8.544	13.454	12.728	12.042	11.402	10.817	10.296	9.849	9.487	9.220	9.055	9.000	9.055	9.220	9.487	14.142	13.454	12.806	12.207	11.662	11.180	10.770	10.440	10.198	10.050	10.000	10.050	10.198	10.440	14.866	14.213	13.601	13.038	12.530	12.083	11.705	11.402	11.180	11.045	11.000	11.045	11.180	11.402	15.620	15.000	14.422	13.892	13.416	13.000	12.649	12.369	12.166	12.042	12.000	12.042	12.166	12.369
11.045	10.050	9.055	8.062	7.071	6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	2.236	11.000	10.000	9.000	8.000	7.000	6.000	5.000	4.000	3.000	2.000	1.000	0.000	1.000	2.000	11.045	10.050	9.055	8.062	7.071	6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	2.236	11.180	10.198	9.220	8.246	7.280	6.325	5.385	4.472	3.606	2.828	2.236	2.000	2.236	2.828	11.402	10.440	9.487	8.544	7.616	6.708	5.831	5.000	4.243	3.606	3.162	3.000	3.162	3.606	11.705	10.770	9.849	8.944	8.062	7.211	6.403	5.657	5.000	4.472	4.123	4.000	4.123	4.472	12.083	11.180	10.296	9.434	8.602	7.810	7.071	6.403	5.831	5.385	5.099	5.000	5.099	5.385	12.530	11.662	10.817	10.000	9.220	8.485	7.810	7.211	6.708	6.325	6.083	6.000	6.083	6.325	13.038	12.207	11.402	10.630	9.899	9.220	8.602	8.062	7.616	7.280	7.071	7.000	7.071	7.280	13.601	12.806	12.042	11.314	10.630	10.000	9.434	8.944	8.544	8.246	8.062	8.000	8.062	8.246	14.213	13.454	12.728	12.042	11.402	10.817	10.296	9.849	9.487	9.220	9.055	9.000	9.055	9.220	14.866	14.142	13.454	12.806	12.207	11.662	11.180	10.770	10.440	10.198	10.050	10.000	10.050	10.198	15.556	14.866	14.213	13.601	13.038	12.530	12.083	11.705	11.402	11.180	11.045	11.000	11.045	11.180	16.279	15.620	15.000	14.422	13.892	13.416	13.000	12.649	12.369	12.166	12.042	12.000	12.042	12.166
12.042	11.045	10.050	9.055	8.062	7.071	6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	12.000	11.000	10.000	9.000	8.000	7.000	6.000	5.000	4.000	3.000	2.000	1.000	0.000	1.000	12.042	11.045	10.050	9.055	8.062	7.071	6.083	5.099	4.123	3.162	2.236	1.414	1.000	1.414	12.166	11.180	10.198	9.220	8.246	7.280	6.325	5.385	4.472	3.606	2.828	2.236	2.000	2.236	12.369	11.402	10.440	9.487	8.544	7.616	6.708	5.831	5.000	4.243	3.606	3.162	3.000	3.162	12.649	11.705	10.770	9.849	8.944	8.062	7.211	6.403	5.657	5.000	4.472	4.123	4.000	4.123	13.000	12.083	11.180	10.296	9.434	8.602	7.810	7.071	6.403	5.831	5.385	5.099	5.000	5.099	13.416	12.530	11.662	10.817	10.000	9.220	8.485	7.810	7.211	6.708	6.325	6.083	6.000	6.083	13.892	13.038	12.207	11.402	10.630	9.899	9.220	8.602	8.062	7.616	7.280	7.071	7.000	7.071	14.422	13.601	12.806	12.042	11.314	10.630	10.000	9.434	8.944	8.544	8.246	8.062	8.000	8.062	15.000	14.213	13.454	12.728	12.042	11.402	10.817	10.296	9.849	9.487	9.220	9.055	9.000	9.055	15.620	14.866	14.142	13.454	12.806	12.207	11.662	11.180	10.770	10.440	10.198	10.050	10.000	10.050	16.279	15.556	14.866	14.213	13.601	13.038	12.530	12.083	11.705	11.402	11.180	11.045	11.000	11.045	16.971	16.279	15.620	15.000	14.422	13.892	13.416	13.000	12.649	12.369	12.166	12.042	12.000	12.042
